Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
31057,Emily Iyer,39,False,80398,0,8,11,3,No,Yes,Yes,4,Bachelor's,Finance,Analyst,1.34650886304326,2.85909505795662,0
31058,Rohit Iyer,25,True,84705,1,0,10,1,No,No,Yes,3,Bachelor's,Finance,Analyst,7.932683068835674,4.743896595959323,0
31059,Kiran Iyer,39,True,35731,0,0,8,2,No,Yes,No,3,Bachelor's,Finance,Senior Analyst,4.545033613982025,1.0,0
31060,Olivia Iyer,33,True,30000,1,4,0,3,No,Yes,Yes,3,High School,Engineering,ML Engineer,1.3485585999421321,6.776308411586286,0
31061,David Lewis,35,True,30000,1,0,14,3,Yes,Yes,Yes,1,Bachelor's,Support,Support Engineer,4.437766972054166,4.887030651296108,0
31062,Rohit Kumar,42,False,30000,1,17,3,1,No,Yes,Yes,5,Bachelor's,Operations,Ops Manager,1.4102501416885573,1.9582795876994812,0
31063,Kiran Taylor,39,False,67843,0,8,2,3,No,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,6.0755131666746784,1.0,0
31064,Arun Thompson,29,True,55504,0,0,6,2,No,Yes,Yes,2,Bachelor's,Operations,Operations Coordinator,8.668534090457666,5.361138344162097,0
31065,Arun Davis,54,True,30000,1,20,10,3,No,Yes,No,3,Bachelor's,Sales,Sales Manager,4.188181798443875,3.251399304022544,0
31066,Olivia Walker,21,True,34022,1,0,11,2,No,Yes,No,4,PhD,Engineering,ML Engineer,3.421075718983197,1.0,0
31067,Nina Walker,48,False,56658,2,13,7,1,No,Yes,No,3,Diploma,Finance,Senior Analyst,2.447683386379264,1.0,0
31068,John Thompson,52,True,72584,0,21,1,3,No,Yes,Yes,3,Bachelor's,R&D,Researcher,9.430930185578436,1.215478601214139,0
31069,Kiran Patel,31,False,200000,1,2,4,1,Yes,No,Yes,2,Master's,R&D,Researcher,10.0,1.8568656783340036,0
31070,Nina Davis,30,False,80227,0,8,5,0,Yes,Yes,No,3,Master's,Sales,Account Executive,2.0156171503142923,9.05377771196549,0
31071,Arun Wilson,48,False,64670,3,16,9,3,No,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,4.325940576620718,1.0,0
31072,Luke Davis,38,True,108988,0,16,0,0,No,Yes,Yes,3,Diploma,Support,Customer Specialist,4.615458395186263,6.382262398281576,0
31073,Nina Taylor,19,True,76678,0,0,6,0,Yes,Yes,Yes,2,Bachelor's,Support,Customer Specialist,5.711802739883449,1.0,0
31074,Arun Gupta,19,False,48407,3,0,5,1,No,Yes,Yes,3,Master's,Support,Customer Specialist,10.0,5.914629704174727,0
31075,Vikram Walker,37,False,30000,2,14,2,0,No,Yes,Yes,4,Diploma,HR,HR Executive,7.4699009071734155,8.734073692415926,0
31076,Karen Williams,36,True,30000,1,11,1,0,No,Yes,Yes,2,Bachelor's,Engineering,Software Engineer,4.140703086975314,7.544107583196445,0
31077,Luke Kumar,31,False,30000,1,8,8,1,No,Yes,Yes,4,PhD,Finance,Analyst,9.610836057533682,2.330454611226175,0
31078,Aisha Anderson,30,True,70374,0,4,12,2,Yes,Yes,Yes,3,Bachelor's,Support,Customer Specialist,8.315347552646992,1.0,0
31079,Nina Davis,29,True,88504,0,0,13,1,No,Yes,Yes,3,Master's,Sales,Account Executive,1.667351906436508,6.131096400123492,0
31080,John Taylor,30,True,34998,1,0,6,1,Yes,Yes,Yes,3,PhD,Engineering,Software Engineer,10.0,6.130484255193043,0
31081,David Anderson,22,False,60025,1,0,14,0,Yes,Yes,Yes,3,Diploma,R&D,Scientist,8.837619204576193,4.752756726860037,0
31082,Sophia Davis,32,True,42157,0,0,6,3,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,10.0,4.028722322868237,0
31083,Kiran Anderson,27,True,100563,0,2,7,2,No,Yes,Yes,2,High School,R&D,Scientist,6.802474812954639,3.93430083965774,0
31084,Linda Anderson,35,True,101254,2,14,3,2,No,Yes,Yes,2,Bachelor's,Sales,Account Executive,6.448539162274408,8.212647371282587,0
31085,Priya Brown,37,True,39709,3,8,11,2,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,10.0,5.4055310938607075,0
31086,Karen Smith,42,True,71586,0,6,0,3,No,Yes,Yes,3,Diploma,Engineering,DevOps Engineer,10.0,4.815618915502418,0
31087,Priya Singh,32,False,52734,1,6,5,1,No,Yes,No,4,High School,Operations,Ops Manager,9.191371910994008,5.259183436412959,0
31088,Leo Smith,49,False,50179,2,15,4,1,Yes,Yes,Yes,5,Diploma,R&D,Researcher,7.016200694097466,10.0,0
31089,Kiran Thompson,18,False,30000,1,0,8,3,No,No,Yes,1,Bachelor's,R&D,Researcher,10.0,5.397044500513628,0
31090,Leo Gupta,53,False,72031,0,27,7,1,No,Yes,No,4,Bachelor's,Operations,Operations Coordinator,7.011367957294491,2.558552569124905,0
31091,Daniel Lewis,21,True,30000,0,0,7,2,No,Yes,Yes,3,High School,Engineering,Software Engineer,3.192542773471896,1.4983538879117013,0
31092,Olivia Lewis,36,True,61769,3,1,12,2,No,Yes,Yes,3,Bachelor's,HR,HR Manager,10.0,10.0,0
31093,Priya Kumar,44,False,30000,0,15,14,0,No,Yes,Yes,1,Diploma,HR,HR Manager,9.722037152107344,4.071986498495198,0
31094,Kiran Miller,38,True,65000,1,12,3,3,Yes,Yes,Yes,5,Master's,Engineering,ML Engineer,7.523615178304897,3.382935127965107,0
31095,Vikram Kumar,32,False,34673,1,0,13,2,No,Yes,Yes,2,High School,Engineering,ML Engineer,6.645929619874629,1.5618971227615264,0
31096,Aisha Singh,47,False,130775,0,24,2,3,No,Yes,Yes,4,Bachelor's,R&D,Researcher,6.728506544316856,2.598048774141657,0
31097,David Thomas,27,True,80374,3,6,0,3,No,No,Yes,2,Bachelor's,HR,HR Executive,10.0,10.0,0
31098,Vikram Thomas,30,False,143484,0,0,4,0,Yes,No,Yes,3,Bachelor's,Engineering,Software Engineer,10.0,3.4027042322971184,0
31099,Olivia Taylor,41,True,64469,0,14,10,0,Yes,Yes,Yes,3,Bachelor's,Support,Support Engineer,5.666708072173838,6.429754998432247,0
31100,Aisha Miller,39,False,38940,0,7,1,3,Yes,Yes,No,1,Bachelor's,Operations,Ops Manager,7.340953382172259,7.234929825982985,0
31101,Vikram Brown,32,True,134551,3,6,2,2,Yes,Yes,Yes,3,Diploma,Finance,Senior Analyst,10.0,2.9769449690981173,0
31102,Arun Singh,48,False,34818,1,24,1,2,No,Yes,Yes,4,Bachelor's,R&D,Scientist,2.550863035321523,1.0,0
31103,Sophia Taylor,18,True,60409,3,0,9,0,No,Yes,No,4,Bachelor's,Sales,Account Executive,6.7950566070402045,4.589721486181496,0
31104,Michael Singh,30,True,45426,3,2,6,1,No,Yes,Yes,3,Master's,Finance,Senior Analyst,7.099219227634508,1.5010571061095979,0
31105,Luke Miller,29,True,80683,0,7,8,2,No,Yes,Yes,2,Master's,R&D,Scientist,10.0,8.851893756576906,0
31106,Priya Sharma,39,True,30000,0,8,0,1,No,Yes,Yes,3,Bachelor's,R&D,Scientist,6.779722626395453,7.236571911150243,0
31107,Sophia Sharma,45,True,45613,1,14,11,3,No,Yes,Yes,3,Bachelor's,R&D,Researcher,3.8476415726390183,1.24463223375957,0
31108,Karen Wilson,31,True,30000,1,9,5,2,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,4.204262749019353,2.351511346309879,0
31109,Arun Anderson,43,False,54568,1,10,12,0,No,Yes,No,3,Bachelor's,Finance,Senior Analyst,10.0,5.1217112452311575,0
31110,Nina Sharma,38,False,45561,0,16,5,0,No,Yes,Yes,3,PhD,Support,Support Engineer,8.285253819847643,3.111793924059037,0
31111,Sarah Anderson,26,False,48349,0,0,10,0,No,Yes,Yes,3,Bachelor's,R&D,Scientist,10.0,3.3688807229752644,0
31112,Rohit Davis,40,True,76644,2,19,4,1,Yes,Yes,Yes,5,Bachelor's,Sales,Account Executive,10.0,4.699226067195923,0
31113,Vikram Iyer,32,True,45016,0,8,7,1,No,No,Yes,2,Diploma,Engineering,Software Engineer,2.2895655312222267,4.0027492519093375,0
31114,Leo Lewis,40,True,82322,3,12,2,2,Yes,No,Yes,4,Master's,Operations,Operations Coordinator,10.0,3.3179596500383335,0
31115,Nina Wilson,44,True,118853,1,7,0,3,No,Yes,Yes,1,Diploma,Support,Support Engineer,10.0,2.404435975613624,0
31116,Aisha Williams,25,False,59616,0,0,11,3,No,Yes,No,2,Master's,Support,Customer Specialist,10.0,1.7488632447238048,0
31117,David Williams,40,True,52968,1,13,10,3,Yes,Yes,Yes,3,Bachelor's,R&D,Researcher,7.0308840733272095,5.7712052411239,0
31118,Kiran Taylor,31,True,73993,0,7,0,0,Yes,Yes,Yes,3,Bachelor's,R&D,Scientist,5.943557490004849,3.0591962573761258,0
31119,Ananya Johnson,29,True,48567,1,2,0,3,Yes,No,No,3,Bachelor's,R&D,Scientist,3.6552107019856788,1.6202164965280006,0
31120,Linda Kumar,22,True,30000,0,0,5,2,No,Yes,Yes,2,Bachelor's,Engineering,Software Engineer,4.907927110614732,1.0436420240708104,0
31121,John Miller,46,True,54516,1,24,14,2,Yes,No,Yes,3,Bachelor's,R&D,Scientist,7.0436205290517195,5.359113904367176,0
31122,Olivia Johnson,31,True,33128,1,10,1,1,No,Yes,Yes,3,Diploma,Finance,Senior Analyst,3.8270430151410686,6.585898689486297,0
31123,Nina Walker,19,False,63329,1,0,13,3,No,Yes,Yes,2,Bachelor's,R&D,Scientist,6.071849846593379,1.0,0
31124,Michael Kumar,47,True,41505,2,7,10,0,No,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,7.08862492327907,1.434146764895858,0
31125,John Miller,43,False,45882,0,6,6,1,Yes,Yes,Yes,3,Bachelor's,Sales,Sales Manager,1.0,4.16785153859615,0
31126,Karen Thomas,31,True,30000,0,8,10,2,Yes,Yes,Yes,4,High School,HR,HR Manager,3.435689209287527,2.0217294956716554,0
31127,Michael Thomas,32,True,30000,0,2,1,3,No,Yes,Yes,3,Master's,Sales,Account Executive,1.8632196694832999,5.227354984914685,0
31128,Rohit Brown,34,True,158844,1,12,4,2,No,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,10.0,5.6879705173702675,0
31129,Michael Walker,41,True,39523,1,17,9,3,No,Yes,Yes,3,High School,Operations,Ops Manager,8.172073951001309,4.88085990706888,0
31130,Michael Wilson,41,True,30000,2,10,1,3,No,No,Yes,3,Master's,Support,Support Engineer,6.333962579838254,1.0,0
31131,Kiran Walker,30,False,58826,1,1,2,1,No,No,Yes,4,Bachelor's,Support,Customer Specialist,9.557094660046818,3.769671056490737,0
31132,Emily Johnson,43,True,56384,3,3,14,0,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,7.058361128381229,8.596261216114238,0
31133,Nina Johnson,44,False,64786,3,21,1,2,No,Yes,Yes,2,Bachelor's,Support,Customer Specialist,3.764995789658468,5.350303376889707,0
31134,Emily Thomas,32,False,61562,0,9,2,0,No,Yes,Yes,3,Diploma,Operations,Operations Coordinator,9.933639041748041,1.7677043306451257,0
31135,Olivia Davis,27,True,30000,2,6,1,1,Yes,Yes,Yes,4,Bachelor's,Support,Customer Specialist,6.812616343068792,6.686787489709724,0
31136,Aisha Davis,40,True,30000,1,13,3,0,No,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,5.542814234853589,10.0,0
31137,Nina Williams,39,True,30000,0,14,5,3,No,Yes,No,3,Bachelor's,Support,Support Engineer,3.4865970868984526,4.570878606888641,0
31138,David Gupta,38,False,30000,0,10,2,3,No,Yes,Yes,5,Bachelor's,R&D,Researcher,10.0,3.627319183614671,0
31139,David Williams,28,True,86098,3,4,6,3,No,Yes,Yes,1,Bachelor's,Sales,Account Executive,7.966780562946718,5.034815553348739,0
31140,Ananya Lewis,41,True,38609,0,20,7,2,No,Yes,Yes,5,Bachelor's,Sales,Sales Manager,7.845224546731375,6.143992356551761,0
31141,Linda Thompson,23,False,30861,0,0,12,2,No,Yes,No,5,Bachelor's,Finance,Analyst,10.0,4.494437171926753,0
31142,John Thompson,33,False,58490,0,1,3,1,Yes,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,3.34423835574111,2.246083227367416,0
31143,John Patel,42,True,69247,3,3,12,0,Yes,Yes,Yes,1,Bachelor's,Support,Support Engineer,3.0449294332049477,10.0,0
31144,Aisha Walker,39,False,86057,1,14,2,3,No,No,Yes,3,Master's,Sales,Sales Manager,10.0,6.410073037385439,0
31145,Linda Singh,32,True,115426,0,6,5,0,No,No,Yes,4,Bachelor's,Engineering,Software Engineer,8.187153983466564,8.045443753645479,0
31146,Nina Singh,23,True,39533,1,0,1,3,No,No,Yes,5,Bachelor's,R&D,Researcher,7.443641138493413,2.3365520275866185,0
31147,Leo Thomas,34,True,52819,1,13,11,3,Yes,Yes,Yes,3,High School,HR,HR Executive,8.756109799931224,7.166084935589904,0
31148,Priya Williams,36,False,41925,2,13,7,0,No,Yes,Yes,2,Master's,HR,HR Executive,2.793421116243474,10.0,0
31149,Sarah Smith,51,False,30000,1,26,5,1,No,Yes,Yes,2,Bachelor's,Sales,Sales Manager,1.0,10.0,0
31150,Olivia Lewis,41,False,30000,0,15,5,0,No,Yes,No,2,Master's,HR,HR Executive,4.3563514921303135,1.0,0
31151,Leo Gupta,40,True,30000,1,14,4,1,Yes,Yes,Yes,3,Master's,R&D,Researcher,9.357028881826114,4.548821567560498,0
31152,Michael Miller,43,True,67915,2,18,1,1,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,1.0,2.3182178433922056,0
31153,Leo Walker,26,False,45061,2,1,13,0,No,Yes,Yes,1,Diploma,Support,Support Engineer,3.917176014926369,3.984035155428389,0
31154,Arun Sharma,40,False,75014,1,10,11,0,Yes,Yes,Yes,4,Diploma,Sales,Sales Manager,10.0,3.365626521434889,0
31155,Luke Miller,40,False,67591,1,16,2,1,No,Yes,Yes,4,Bachelor's,Support,Support Engineer,9.364632689467465,7.205508464233371,0
31156,John Singh,43,True,126664,0,17,5,0,Yes,Yes,Yes,5,High School,R&D,Scientist,10.0,9.45096943013803,0
31157,Luke Kumar,21,True,39438,0,0,7,2,No,No,Yes,2,Bachelor's,R&D,Researcher,8.02547506141015,4.039441020575946,0
31158,Vikram Kumar,46,False,102349,1,23,2,1,No,No,Yes,1,Bachelor's,R&D,Researcher,8.69555141151385,2.597671659583051,0
31159,Sarah Walker,30,True,75354,3,4,4,0,Yes,No,Yes,4,Master's,Support,Support Engineer,10.0,1.6894820570374085,0
31160,Daniel Kumar,30,False,77555,3,0,10,2,No,No,Yes,3,Diploma,HR,HR Executive,3.3110146422152447,10.0,0
31161,Ananya Walker,45,True,57993,0,0,1,0,Yes,Yes,No,3,High School,HR,HR Manager,2.174564984698133,7.09521922240735,0
31162,Olivia Patel,49,False,35351,0,22,11,2,No,No,No,3,PhD,R&D,Researcher,1.0,5.0105755518641875,0
31163,Vikram Patel,31,True,67198,0,2,2,3,No,No,Yes,4,High School,HR,HR Executive,9.361471549338459,2.2751618421899966,0
31164,Priya Sharma,22,True,159061,3,0,4,2,No,Yes,Yes,3,Diploma,Engineering,DevOps Engineer,10.0,8.442398544641684,0
31165,Aisha Davis,27,False,30000,1,3,8,2,No,Yes,Yes,5,Bachelor's,Sales,Sales Manager,2.145998953849107,10.0,0
31166,Emily Walker,22,True,30000,3,0,10,2,Yes,Yes,No,3,Bachelor's,R&D,Researcher,3.0643112080831205,2.8679957863863845,0
31167,Emily Patel,20,True,30000,0,0,9,0,Yes,No,Yes,2,Master's,Finance,Senior Analyst,7.964422378669708,1.214063966760543,0
31168,Rohit Thomas,45,False,56609,1,17,2,0,Yes,No,No,4,Diploma,Operations,Ops Manager,2.185259456489314,1.1035056147300124,0
31169,Leo Walker,28,True,47052,1,4,11,1,No,Yes,Yes,2,Diploma,Finance,Senior Analyst,2.0052896464979595,1.554486489561386,0
31170,Emily Sharma,43,True,77352,3,22,13,0,No,Yes,Yes,5,Bachelor's,Support,Support Engineer,4.971044002133752,1.5469344777225729,0
31171,Ananya Lewis,52,True,58387,0,23,7,0,No,Yes,Yes,3,Bachelor's,Finance,Analyst,3.5014910548070945,6.549071628339972,0
31172,Michael Davis,19,False,30000,1,0,2,2,Yes,Yes,Yes,2,Bachelor's,Sales,Sales Manager,1.0931484442655641,6.390464898299049,0
31173,Ananya Iyer,40,True,34007,1,18,8,2,No,Yes,No,4,High School,Operations,Operations Coordinator,3.3904619586957923,10.0,0
31174,Linda Singh,42,True,58656,3,7,13,2,No,Yes,Yes,5,Bachelor's,Operations,Ops Manager,3.8694138033513523,6.109020676500167,0
31175,Luke Thomas,36,False,34873,2,0,12,0,No,No,Yes,2,Bachelor's,Engineering,DevOps Engineer,5.126844452718856,1.3402638698254847,0
31176,Emily Sharma,27,True,76056,0,0,11,1,No,No,Yes,1,Bachelor's,Finance,Analyst,6.230064526464727,5.233045352818882,0
31177,Sarah Smith,18,False,64325,3,0,11,3,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,9.45678859180116,6.575082648410639,0
31178,John Kumar,50,False,106158,2,25,5,0,No,Yes,Yes,5,Diploma,Sales,Account Executive,10.0,7.097608960905424,0
31179,John Brown,39,False,114386,2,12,6,2,No,Yes,Yes,1,Bachelor's,Finance,Senior Analyst,7.921907664059023,5.8416240665178485,0
31180,John Lewis,28,True,32347,1,0,3,2,No,Yes,No,4,Bachelor's,Sales,Sales Manager,10.0,1.8705715122204438,0
31181,Aisha Smith,35,True,530129,2,0,4,2,No,Yes,Yes,3,Master's,Finance,Analyst,1.0,6.511424553019493,1
31182,Daniel Smith,21,True,30000,1,0,4,2,No,No,Yes,5,Bachelor's,HR,HR Manager,7.602658204911149,1.0,0
31183,Aisha Thomas,29,True,53569,0,5,6,1,Yes,Yes,Yes,3,PhD,Operations,Operations Coordinator,8.7262352794368,2.817381452155883,0
31184,Leo Miller,39,True,30000,1,12,1,1,Yes,Yes,Yes,3,Bachelor's,Support,Support Engineer,3.7752557507160995,5.48453892336952,0
31185,Luke Miller,28,True,54250,0,2,12,0,No,Yes,Yes,2,Master's,Operations,Operations Coordinator,8.475379957525487,4.45743641254632,0
31186,Arun Gupta,28,True,82017,0,0,11,1,No,Yes,No,2,Bachelor's,Sales,Account Executive,5.439981984758205,6.02195852590133,0
31187,Olivia Gupta,41,True,58495,2,13,14,3,Yes,Yes,Yes,3,Master's,Support,Support Engineer,4.599124011876491,8.915824743904679,0
31188,Emily Smith,46,True,49249,2,25,14,0,No,Yes,Yes,3,Diploma,Sales,Account Executive,3.1600502001358155,7.864643803770278,0
31189,Arun Thomas,38,False,39350,1,16,3,3,No,No,No,2,Diploma,Engineering,ML Engineer,10.0,2.0121419128589317,0
31190,David Singh,31,True,30000,0,0,12,2,Yes,No,No,4,High School,HR,HR Executive,10.0,1.4189983662244732,0
31191,John Brown,29,True,76581,1,6,0,0,No,Yes,Yes,2,Master's,R&D,Scientist,8.626634272405798,4.091362780949103,0
31192,Daniel Walker,21,True,34772,1,0,5,0,No,Yes,Yes,3,Bachelor's,R&D,Researcher,2.739506427211122,3.1327358040680444,0
31193,Ananya Thompson,51,True,51896,0,24,3,2,No,Yes,Yes,4,Diploma,Support,Customer Specialist,10.0,1.0,0
31194,Karen Anderson,40,True,30000,2,19,11,3,No,No,Yes,4,High School,HR,HR Executive,7.0163441774059745,5.822661759230928,0
31195,Vikram Thomas,27,True,47637,2,0,8,3,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,6.458897777777601,2.644135097064938,0
31196,Sarah Patel,38,True,30000,3,6,12,3,No,No,Yes,3,Diploma,Engineering,DevOps Engineer,1.529669035294214,3.002779174243663,0
31197,Rohit Anderson,28,True,69968,2,5,11,3,No,Yes,Yes,3,Diploma,R&D,Researcher,5.235927574818396,5.474452438535441,0
31198,Daniel Davis,35,True,67714,0,3,7,3,No,Yes,No,3,High School,Engineering,ML Engineer,6.269275935982682,5.667285125031716,0
31199,Sophia Johnson,43,True,69522,1,16,7,3,Yes,Yes,Yes,3,Bachelor's,R&D,Scientist,7.4010302575335185,1.485743786526439,0
31200,Rohit Wilson,19,True,30000,0,0,9,1,No,Yes,Yes,5,Bachelor's,Support,Support Engineer,3.13197594712756,4.807136021850963,0
31201,Rohit Lewis,41,True,36491,2,17,5,2,No,Yes,Yes,3,Master's,Support,Customer Specialist,6.196446483323519,10.0,0
31202,John Kumar,33,False,56101,1,8,6,3,No,Yes,Yes,4,Diploma,Sales,Account Executive,5.1027817790080405,5.198744104632894,0
31203,Leo Thomas,46,True,51859,2,24,4,3,Yes,Yes,Yes,5,Diploma,Engineering,Software Engineer,9.104267905261855,7.065064746654473,0
31204,Emily Miller,27,True,45866,1,0,9,1,No,No,Yes,4,Diploma,Sales,Account Executive,5.310721496587181,6.945481983130992,0
31205,Nina Sharma,31,False,35135,1,8,11,2,No,Yes,Yes,3,Bachelor's,HR,HR Manager,7.858644187553135,1.281662317848836,0
31206,Nina Anderson,21,False,30000,1,0,4,2,Yes,Yes,Yes,4,Bachelor's,Support,Support Engineer,1.1398016248359264,1.7426704248035128,0
31207,Aisha Davis,18,False,47708,0,0,11,2,No,Yes,Yes,5,Bachelor's,HR,HR Manager,7.328412683101636,6.920302584528994,0
31208,Karen Sharma,45,False,83110,1,22,8,3,No,Yes,Yes,4,Bachelor's,Support,Support Engineer,1.0,7.620163378751373,0
31209,Luke Johnson,21,False,81433,3,0,12,2,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,9.702818965445784,3.758116765689423,0
31210,Luke Patel,26,True,30000,2,0,7,3,No,Yes,Yes,5,High School,R&D,Scientist,10.0,5.137063763962354,0
31211,Olivia Sharma,36,True,35654,1,15,0,1,No,Yes,Yes,2,Master's,Operations,Ops Manager,1.5746561721752466,6.23545109994205,0
31212,Aisha Brown,32,True,38216,3,8,0,2,No,Yes,Yes,4,High School,Finance,Analyst,6.94386011188485,8.352259342734545,0
31213,Linda Anderson,28,True,40612,1,2,6,1,No,Yes,Yes,2,High School,Finance,Analyst,10.0,4.2099493491039235,0
31214,Priya Brown,34,False,138876,0,7,5,0,No,Yes,No,3,Bachelor's,HR,HR Executive,10.0,3.5360224754309457,0
31215,Linda Iyer,32,False,90896,2,4,13,3,Yes,Yes,Yes,3,Diploma,Engineering,DevOps Engineer,10.0,2.7433387759751895,0
31216,Aisha Iyer,37,True,63172,1,12,12,1,Yes,Yes,No,5,Master's,Support,Customer Specialist,5.887776506818203,1.9176585766487149,0
31217,Leo Thompson,33,True,59023,1,2,0,0,No,Yes,Yes,4,Bachelor's,Support,Customer Specialist,7.893904120556718,10.0,0
31218,Rohit Davis,21,False,70041,0,0,7,3,No,Yes,No,3,Diploma,Finance,Analyst,6.804255053330227,1.0,0
31219,Kiran Kumar,31,True,56286,1,0,11,1,No,Yes,Yes,4,Master's,Engineering,ML Engineer,9.244354043655537,8.776023218204113,0
31220,Olivia Taylor,24,True,43377,0,0,11,0,Yes,Yes,Yes,4,Bachelor's,Engineering,DevOps Engineer,10.0,7.286663272839,1
31221,Leo Davis,23,False,30000,2,0,5,2,No,Yes,Yes,2,Bachelor's,Support,Customer Specialist,3.4086527034292433,10.0,0
31222,Michael Johnson,29,False,33495,2,2,2,2,No,Yes,No,1,Bachelor's,Sales,Account Executive,4.553837720097513,2.122499490725574,0
31223,Leo Johnson,30,True,85334,3,1,13,2,No,Yes,Yes,2,Bachelor's,HR,HR Executive,5.456442211372754,5.135455188831024,0
31224,Nina Brown,40,True,30000,1,16,7,1,No,Yes,Yes,4,Bachelor's,R&D,Researcher,1.2215026578267407,1.0,0
31225,Michael Thomas,27,True,40982,0,0,13,3,No,Yes,No,3,Diploma,Operations,Operations Coordinator,2.961465329675895,1.0,0
31226,Leo Gupta,45,True,30000,1,13,7,0,No,Yes,Yes,2,Diploma,Finance,Senior Analyst,4.294886185081446,1.0,0
31227,Linda Thompson,57,True,40733,2,7,14,3,Yes,Yes,Yes,3,Master's,Sales,Sales Manager,10.0,1.07057174550987,0
31228,Arun Gupta,29,False,30000,2,0,1,0,No,Yes,Yes,2,High School,Sales,Account Executive,5.068175607722075,1.0,0
31229,Olivia Anderson,38,True,100006,0,13,12,1,Yes,No,Yes,3,Master's,Finance,Senior Analyst,10.0,5.4625190143821225,0
31230,John Miller,29,True,107462,1,7,6,3,No,Yes,No,2,Diploma,Sales,Sales Manager,6.297136557075989,7.308085627377091,0
31231,Vikram Thomas,42,False,71389,3,20,8,2,No,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,6.285649631279609,4.796971458779899,0
31232,Priya Johnson,52,False,65454,1,29,4,0,No,Yes,Yes,3,Diploma,Operations,Operations Coordinator,8.756988694278924,4.880431685769194,0
31233,Vikram Miller,42,False,126344,0,14,2,1,No,Yes,No,5,Bachelor's,HR,HR Manager,10.0,8.399524640829606,0
31234,David Patel,31,False,30000,1,6,7,0,No,No,Yes,2,Master's,R&D,Scientist,3.408984092742413,1.6414381607062367,0
31235,Vikram Iyer,18,True,30000,1,0,0,3,No,Yes,No,3,Master's,Operations,Ops Manager,2.5615776221351823,2.022896379127917,0
31236,Daniel Smith,33,False,30000,0,8,12,1,No,No,Yes,3,Bachelor's,Support,Support Engineer,1.6383699225707336,3.4522091715300363,0
31237,Leo Johnson,29,True,62267,3,4,14,2,No,No,Yes,3,Master's,R&D,Researcher,6.9768615436141435,5.961540479055357,0
31238,Michael Singh,45,True,93905,0,24,14,0,No,Yes,Yes,3,High School,Engineering,Software Engineer,10.0,1.0,0
31239,Aisha Taylor,30,True,95175,1,0,3,3,No,Yes,Yes,4,Bachelor's,Finance,Analyst,8.012819865495889,1.881576420524901,0
31240,Aisha Wilson,25,True,94429,2,2,13,0,No,Yes,Yes,2,Master's,Operations,Operations Coordinator,3.6290245254038087,10.0,0
31241,Nina Williams,34,True,47098,2,12,7,3,Yes,Yes,Yes,3,Bachelor's,Finance,Analyst,2.324041686217724,3.6576276000343135,0
31242,Nina Wilson,26,False,44995,3,0,12,0,No,Yes,Yes,2,Master's,HR,HR Manager,6.3431694748391365,4.63552428504543,0
31243,Linda Singh,18,False,30000,1,0,10,1,No,Yes,Yes,3,Master's,HR,HR Manager,1.0,9.699291307392237,0
31244,Leo Walker,46,True,88021,3,23,7,2,No,No,Yes,3,Master's,HR,HR Executive,5.1613401373394465,4.753896610299119,0
31245,Rohit Thomas,37,True,102297,1,9,12,0,No,Yes,Yes,4,High School,Engineering,Software Engineer,10.0,7.6605565987225495,0
31246,Nina Gupta,53,False,63394,1,19,1,3,No,Yes,Yes,2,Master's,Engineering,Software Engineer,8.44243687509849,6.78302237813978,0
31247,Sarah Walker,22,True,70530,2,0,10,3,No,Yes,Yes,3,PhD,Operations,Ops Manager,7.406269220811303,3.0211301418234573,0
31248,Sophia Singh,24,False,48382,3,3,0,3,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,7.140207262415542,2.446216628165005,0
31249,Arun Wilson,44,True,52121,1,0,8,3,No,Yes,Yes,5,High School,Sales,Account Executive,2.4282234449003264,4.235212604722516,0
31250,Daniel Miller,38,True,77633,0,5,6,2,Yes,Yes,Yes,4,Master's,Support,Customer Specialist,7.724505506331289,1.0,0
31251,Luke Thompson,30,False,71072,1,2,9,1,No,Yes,Yes,4,Bachelor's,HR,HR Executive,4.873771261985191,10.0,0
31252,Rohit Thomas,38,True,44541,3,16,1,3,No,No,Yes,3,Diploma,Sales,Account Executive,10.0,4.117738867829569,0
31253,Sophia Thomas,43,False,61491,1,13,13,1,No,Yes,Yes,5,Master's,Engineering,DevOps Engineer,10.0,9.84827820281697,0
